Question,Correct Answer,Choice A,Correct? A,Code A,Choice B,Correct? B,Code B,Choice C,Correct? C,Code C,Choice D,Correct? D,Code D,Explanation
A wheel of radius 0.5 m has α = 4 rad/s². What is tangential acceleration?,B,a₍ₜ₎ = 4 / 0.5,False,PH171,a₍ₜ₎ = r · α = 0.5 · 4 = 2 m/s²,True,,a₍ₜ₎ = 2 · 4,False,PH171,a₍ₜ₎ = 4² / 0.5,False,PH171,Use a₍ₜ₎ = r·α to compute
Why do points farther from axis move faster in rotation?,C,They have more torque.,False,PH172,They are more massive.,False,PH174,They have larger radius → v = r·ω,True,,They have more angular acceleration.,False,PH173,Linear speed v increases with radius: v = r·ω
"In a spinning disc,  what happens to a₍ₜ₎ as you move outward?",D,It decreases.,False,PH171,It stays the same.,False,PH171,It becomes angular.,False,PH173,It increases because a₍ₜ₎ = r·α,True,,Tangential acceleration increases with radius.
A wheel spins from rest to ω in time t. What is total angular displacement?,A,θ = ½·α·t²,True,,θ = ω / t,False,PH169,θ = α·t,False,PH169,θ = r·ω,False,PH169,Standard angular displacement equation for constant α
A student says angular speed is the same for all points on a wheel. Is this correct?,B,No — it changes with radius.,False,PH170,Yes — angular speed is constant for a rigid body.,True,,No — inner points are slower.,False,PH172,Yes — because linear speed is shared.,False,PH170,"In a rigid object, all points share same ω; linear speed varies."
Which expression defines torque τ?,B,τ = F / r,False,PH176,τ = r · F · sin(θ),True,,τ = r · cos(θ),False,PH177,τ = r² / F,False,PH176,Torque is r·F·sin(θ) — rotational analog to force
A 10 N force is applied 0.3 m from a pivot at 60°. What is torque?,C,τ = 10 · 0.3,False,PH177,τ = 10 / 0.3,False,PH176,τ = 10 · 0.3 · sin(60°) ≈ 2.6 N·m,True,,τ = 10 · cos(60°),False,PH177,Use τ = r · F · sin(θ) = 10 · 0.3 · 0.866 ≈ 2.6
A door is pushed with F at the hinge. What is torque?,D,τ = r · F,False,PH177,τ = F · sin(90°),False,PH176,τ = F / r,False,PH176,τ = 0,True,,If r = 0— torque = 0 regardless of F
What happens to torque if force is perpendicular and distance doubles?,A,Torque doubles.,True,,Torque is halved.,False,PH176,Torque stays the same.,False,PH177,Torque becomes zero.,False,PH176,τ = r · F · sin(θ) → doubling r doubles τ when θ = 90°
A lever rotates when τ = 5 N·m and I = 2 kg·m². What is angular acceleration?,C,α = 10 rad/s²,False,PH176,α = 5 kg·m²,False,PH176,α = τ / I = 5 / 2 = 2.5 rad/s²,True,,α = I / τ,False,PH176,τ = I · α → α = τ / I
Torque depends most on which factor?,B,Angle of mass.,False,PH177,Lever arm distance and angle of application.,True,,Amount of angular speed.,False,PH181,Linear speed of pivot.,False,PH176,τ = r · F · sin(θ) → both r and θ matter
A wrench applies 15 N at 0.2 m from pivot. Torque = 3 N·m. What is angle of force?,D,θ = 0°,False,PH177,θ = 90°,False,PH177,θ = 45°,False,PH177,θ = sin⁻¹(3 / (15·0.2)) = sin⁻¹(1) = 90°,True,,τ = r · F · sin(θ) → solve for θ
Which direction of force gives maximum torque for fixed r and F?,A,Perpendicular to lever arm (90°),True,,Parallel to lever arm (0°),False,PH177,At random angle,False,PH177,Along the axis,False,PH177,sin(90°) = 1 → maximum torque
A beam has torques +6 and −4 N·m on opposite ends. What is net torque?,B,−10 N·m,False,PH176,+2 N·m,True,,0 N·m,False,PH176,4 N·m,False,PH176,Net τ = sum of clockwise and counterclockwise values
Which situation results in zero torque?,C,Large force at large angle.,False,PH176,Small force far from axis.,False,PH177,Force acts directly at the axis.,True,,Force acts with large α.,False,PH176,If r = 0— then τ = 0 regardless of other values
Which quantity resists changes in rotational motion?,C,Mass,False,PH183,Angular speed,False,PH184,Rotational inertia (I),True,,Torque,False,PH186,Moment of inertia I resists angular acceleration— just like mass resists linear a
Which object has greater rotational inertia assuming equal mass and size?,A,A ring,True,,A solid disc,False,PH183,A point mass,False,PH183,They are all equal,False,PH183,More mass farther from axis → greater I
An object with I = 3 kg·m² experiences τ = 6 N·m. What is its angular acceleration?,D,α = 3,False,PH183,α = 2,False,PH183,α = 18,False,PH183,α = τ / I = 6 / 3 = 2 rad/s²,True,,Newton’s rotational analog: τ = I · α
What is the rotational inertia of a point mass m at distance r?,B,I = m / r²,False,PH183,I = m · r²,True,,I = m · r,False,PH183,I = m² · r,False,PH183,Rotational inertia depends on both mass and radius squared
What happens to I when all mass is moved twice as far from the axis?,C,It doubles,False,PH184,It halves,False,PH184,It quadruples,True,,It becomes zero,False,PH183,I ∝ r² → doubling r quadruples I
Which system has lowest I for the same mass and radius?,A,Solid sphere,True,,Solid disc,False,PH184,Hollow sphere,False,PH184,Thin hoop,False,PH183,Mass closer to axis = lower I
How is I calculated for extended objects?,C,I = m / r²,False,PH183,I = τ / ω,False,PH186,Sum or integral over m · r²,True,,I = F · d,False,PH183,I = ∑ mᵢ·rᵢ² for distributed masses
A disc and a hoop of equal mass roll down a ramp. Which reaches bottom first and why?,D,Hoop— more inertia,False,PH183,Disc— more mass,False,PH184,Hoop— higher KE,False,PH189,Disc— lower rotational inertia,True,,Disc has smaller I → greater acceleration
What is the effect of increasing I on angular acceleration with same torque?,A,α decreases,True,,α increases,False,PH185,α stays the same,False,PH185,α = 0,False,PH185,τ = I·α → if I increases— α must decrease for same τ
Which expression is dimensionally correct for I?,B,kg / m²,False,PH183,kg·m²,True,,m / kg,False,PH183,N·m,False,PH183,I has units of mass × distance²
A uniform beam is balanced at its center. A mass m is hung at distance r on the right. What must be on the left?,C,Same mass at same distance.,False,PH191,Half the mass at half the distance.,False,PH191,Any mass mₗ at rₗ such that mₗ·rₗ = m·r,True,,Torque is not needed.,False,PH193,Rotational equilibrium → τₗ = τᵣ → mₗ·rₗ = m·r
Which condition ensures rotational equilibrium?,B,Net torque > 0,False,PH190,Net torque = 0,True,,Angular velocity = 0,False,PH190,Forces must cancel.,False,PH192,Rotational equilibrium → ∑τ = 0
A meterstick is balanced with a 3 N weight at 20 cm. Where to place 2 N weight?,D,At 20 cm,False,PH193,At 30 cm,False,PH193,At 40 cm,False,PH193,At 70 cm to balance about center (50 cm),True,,3·30 = 2·x → x = 45 cm away from center → 50 + 20 = 70 cm
Which is true about objects in rotational equilibrium?,A,They can be rotating with constant angular velocity.,True,,They must be at rest.,False,PH191,Their mass is constant.,False,PH196,They have no forces.,False,PH192,∑τ = 0 does not require zero rotation— only zero angular acceleration
A seesaw balances a 20 kg child 2 m from pivot. Where should a 40 kg child sit?,C,2 m,False,PH192,4 m,False,PH193,1 m,True,,3 m,False,PH192,Balance torques: 20·2 = 40·x → x = 1 m
What must be true of torque to balance an asymmetric object?,D,It must cancel out gravity.,False,PH193,It must be equal on all sides.,False,PH193,It must be clockwise only.,False,PH192,Total clockwise torque = total counterclockwise torque,True,,Rotational equilibrium: ∑τ_cw = ∑τ_ccw
A student says balanced torques mean no motion. What’s wrong?,B,They're completely right.,False,PH190,Object may still rotate at constant rate.,True,,No forces act at all.,False,PH191,Mass cancels angular velocity.,False,PH196,∑τ = 0 → α = 0— but ω may ≠ 0
Which best explains balance in a mobile hanging system?,C,Equal masses always go together.,False,PH190,All strings must be same length.,False,PH193,Torque from each side must balance about each pivot point.,True,,The system must not rotate.,False,PH192,Balance at each pivot → sum of torques = 0 at each point
A bar is balanced when τ₁ = τ₂. What happens if τ₁ > τ₂?,A,The bar rotates toward τ₁ side.,True,,It remains balanced.,False,PH190,It moves left and right.,False,PH190,It falls straight down.,False,PH190,Unbalanced torque causes angular acceleration toward stronger side
Which equation must be satisfied for rotational equilibrium?,B,F₁·d₁ = F₂ / d₂,False,PH190,F₁·r₁ = F₂·r₂,True,,F₁ + F₂ = r₁ − r₂,False,PH192,F₁·F₂ = r₁ / r₂,False,PH192,τ = F·r → set left and right equal for balance
Which expression is the rotational analog of Newton’s second law?,C,F = I · α,False,PH197,F = m · a,False,PH197,τ = I · α,True,,τ = m · r,False,PH197,Just like F = m·a— the rotational form is τ = I·α
A wheel with I = 5 kg·m² is acted on by τ = 15 N·m. What is α?,A,α = τ / I = 15 / 5 = 3 rad/s²,True,,α = 75 rad/s²,False,PH197,α = 5 / 15,False,PH197,α = 15 × 5,False,PH197,Use τ = I · α → solve for α
An object spins from rest to ω = 10 rad/s in 5 s with constant torque. What is angular acceleration?,D,ω² / r,False,PH197,F / r²,False,PH198,α = ω / 2,False,PH198,α = ∆ω / ∆t = 10 / 5 = 2 rad/s²,True,,Change in ω over time gives α
If τ is constant and I triples— what happens to α?,B,It doubles.,False,PH198,It becomes one-third.,True,,It stays constant.,False,PH198,It triples.,False,PH198,α = τ / I → increase I— decrease α
A torque of 12 N·m produces α = 3 rad/s². What is I?,C,I = α / τ,False,PH197,I = τ · α,False,PH197,I = τ / α = 12 / 3 = 4 kg·m²,True,,I = τ² / α,False,PH197,Use τ = I·α → solve for I
Which situation best represents τ = I · α?,D,Block sliding on frictionless track.,False,PH199,Mass hanging from pulley without rotation.,False,PH199,Car accelerating linearly.,False,PH199,Disk accelerating under net torque about axis.,True,,τ = I·α only applies to rotational motion about axis
A disk is acted on by τ and experiences α. What is the effect of doubling τ?,A,α doubles.,True,,α halves.,False,PH198,α is constant.,False,PH198,α increases by 4.,False,PH198,Direct relationship: τ = I · α
A student says net torque causes angular velocity. What’s wrong?,C,Angular velocity is mass dependent.,False,PH200,Net torque affects kinetic energy only.,False,PH200,Torque causes angular acceleration— not velocity directly.,True,,Torque is not real.,False,PH200,Net torque → change in angular speed— not speed itself
Which variable must be constant for τ = I · α to apply directly?,D,Radius,False,PH197,Mass,False,PH198,Angular velocity,False,PH201,Moment of inertia (I),True,,Equation assumes I constant for rotating body
Which situation invalidates τ = I · α?,B,Object has fixed mass.,False,PH202,Moment of inertia changes during motion.,True,,Object rotates at constant α.,False,PH199,Force is applied off-center.,False,PH202,Equation applies only if I is constant → changing I requires more complex treatment
What provides the force that keeps a satellite moving in a curved path around Earth?,C,The satellite’s engine thrust,False,PH240,The absence of gravity above Earth,False,PH239,Earth’s gravitational pull toward the center,True,,Air resistance balancing its motion,False,PH239,"Earth's gravitational pull supplies the centripetal force needed to maintain orbital motion, not the absence of gravity or engine thrust."
Why don't satellites need constant engine thrust to stay in orbit?,B,"Their engines operate at low, steady power to balance gravity.",False,PH240,They are moving forward and falling toward Earth simultaneously.,True,,They are beyond the reach of gravity.,False,PH239,Space has no forces acting on objects.,False,PH239,"Satellites stay in orbit because their forward motion combines with Earth's gravitational pull, not because of ongoing thrust."
Why do astronauts inside the ISS appear to float?,A,They are in continuous free fall toward Earth.,True,,There is no gravity acting at that altitude.,False,PH241,Air pressure inside the station cancels weight.,False,PH241,Their mass becomes zero in orbit.,False,PH241,Astronauts float because they are in free fall around Earth; gravity is still present and strong at orbital altitudes.
Are all satellite orbits perfectly circular?,D,"Yes, orbits must be exact circles for stability.",False,PH242,"No, they are random shapes depending on gravity.",False,PH242,Only large satellites have elliptical orbits.,False,PH242,"No, most orbits are slightly elliptical.",True,,Most orbits are elliptical rather than perfectly circular due to the nature of gravitational forces and satellite speeds.
How does a satellite's speed change with increasing altitude?,B,Speed increases at higher orbits.,False,PH243,Speed decreases because gravity weakens with distance.,True,,Speed stays exactly the same at all altitudes.,False,PH243,Speed depends only on the satellite's mass.,False,PH243,A satellite's orbital speed decreases with greater altitude as gravitational force becomes weaker farther from Earth.
Why do satellites remain in orbit around Earth?,A,Because gravity provides the necessary centripetal force.,True,,Because they are weightless and float.,False,PH241,Because their engines keep them moving.,False,PH239,Because there is no gravity in orbit.,False,PH242,"Gravity provides the centripetal force needed for orbit, not absence of gravity or engine thrust."
"In orbit, what keeps a satellite moving along its path without falling to Earth?",C,Lack of gravitational pull.,False,PH239,Zero forces acting on it.,False,PH241,Its inertia and Earth's gravity pulling inward.,True,,Continuous engine thrust.,False,PH243,"Inertia keeps the satellite moving forward while gravity pulls it inward, creating orbital motion."
Why do astronauts feel weightless while orbiting Earth?,C,Gravity is zero in orbit.,False,PH242,Their mass is reduced.,False,PH241,They are in continuous free fall around Earth.,True,,There is no atmospheric pressure.,False,PH240,"Astronauts feel weightless because they are in free fall around Earth, not because gravity is zero."
What kind of orbit do most satellites follow around Earth?,C,A straight line with course corrections.,False,PH241,A perfect circle always.,False,PH239,An elliptical path governed by gravity.,True,,A randomly changing path.,False,PH243,"Most orbits are elliptical due to variations in speed and distance, not perfect circles."
How does orbital speed change with altitude in Earth's orbit?,B,"It depends only on mass, not height.",False,PH243,It decreases with greater altitude.,True,,It stays constant regardless of altitude.,False,PH241,It increases with greater altitude.,False,PH240,Higher orbits have slower speeds because gravity weakens with distance from Earth.
Why do satellites remain in orbit around Earth?,A,Because gravity provides the necessary centripetal force.,True,,Because there is no gravity in orbit.,False,PH240,Because their engines keep them moving.,False,PH242,Because they are weightless and float.,False,PH239,"Gravity provides the centripetal force needed for orbit, not absence of gravity or engine thrust."
"In orbit, what keeps a satellite moving along its path without falling to Earth?",D,Lack of gravitational pull.,False,PH243,Zero forces acting on it.,False,PH239,Continuous engine thrust.,False,PH240,Its inertia and Earth's gravity pulling inward.,True,,"Inertia keeps the satellite moving forward while gravity pulls it inward, creating orbital motion."
Why do astronauts feel weightless while orbiting Earth?,B,There is no atmospheric pressure.,False,PH240,They are in continuous free fall around Earth.,True,,Their mass is reduced.,False,PH243,Gravity is zero in orbit.,False,PH242,"Astronauts feel weightless because they are in free fall around Earth, not because gravity is zero."
What kind of orbit do most satellites follow around Earth?,C,A perfect circle always.,False,PH241,A randomly changing path.,False,PH239,An elliptical path governed by gravity.,True,,A straight line with course corrections.,False,PH243,"Most orbits are elliptical due to variations in speed and distance, not perfect circles."
How does orbital speed change with altitude in Earth's orbit?,A,It decreases with greater altitude.,True,,"It depends only on mass, not height.",False,PH239,It increases with greater altitude.,False,PH242,It stays constant regardless of altitude.,False,PH241,Higher orbits have slower speeds because gravity weakens with distance from Earth.
Why do satellites remain in orbit around Earth?,C,Because their engines keep them moving.,False,PH241,Because they are weightless and float.,False,PH239,Because gravity provides the necessary centripetal force.,True,,Because there is no gravity in orbit.,False,PH243,"Gravity provides the centripetal force needed for orbit, not absence of gravity or engine thrust."
"In orbit, what keeps a satellite moving along its path without falling to Earth?",D,Zero forces acting on it.,False,PH243,Lack of gravitational pull.,False,PH242,Continuous engine thrust.,False,PH239,Its inertia and Earth's gravity pulling inward.,True,,"Inertia keeps the satellite moving forward while gravity pulls it inward, creating orbital motion."
Why do astronauts feel weightless while orbiting Earth?,C,Their mass is reduced.,False,PH242,Gravity is zero in orbit.,False,PH239,They are in continuous free fall around Earth.,True,,There is no atmospheric pressure.,False,PH240,"Astronauts feel weightless because they are in free fall around Earth, not because gravity is zero."
What kind of orbit do most satellites follow around Earth?,A,An elliptical path governed by gravity.,True,,A randomly changing path.,False,PH239,A straight line with course corrections.,False,PH242,A perfect circle always.,False,PH241,"Most orbits are elliptical due to variations in speed and distance, not perfect circles."
How does orbital speed change with altitude in Earth's orbit?,C,It stays constant regardless of altitude.,False,PH243,"It depends only on mass, not height.",False,PH242,It decreases with greater altitude.,True,,It increases with greater altitude.,False,PH241,Higher orbits have slower speeds because gravity weakens with distance from Earth.
Which expression relates torque and angular momentum change?,A,τ = ∆L / ∆t,True,,τ = L · t,False,PH232,τ = m · r²,False,PH232,τ = I · ω,False,PH233,Rate of angular momentum change equals torque
If net torque on a system is zero— what happens to angular momentum?,C,It increases.,False,PH232,It reverses.,False,PH232,It remains constant.,True,,It becomes zero.,False,PH234,No net τ → L conserved
A torque of 10 N·m acts for 0.5 s. What is the angular impulse?,D,5 N,False,PH235,10 rad/s,False,PH235,0.5 N·m,False,PH235,J = τ·∆t = 10·0.5 = 5 N·m·s,True,,Impulse = τ·t
An object has L = 8 kg·m²/s and τ = 4 N·m. How long to stop it?,B,t = 2 s,True,,t = 4 s,False,PH234,t = 32 s,False,PH235,t = 0.5 s,False,PH234,τ = ∆L / ∆t → ∆t = ∆L / τ = 8 / 4 = 2 s
A disk (I = 2 kg·m²) is spinning at 4 rad/s. What torque is needed to stop it in 2 s?,C,2 N·m,False,PH234,1 N·m,False,PH235,τ = ∆L / ∆t = (2·4)/2 = 4 N·m,True,,τ = I·ω,False,PH234,∆L = 8 → τ = ∆L / t
Which of the following best represents conservation of angular momentum?,D,τ = m · a,False,PH233,F = ∆p / ∆t,False,PH233,W = ∆KE,False,PH233,I₁·ω₁ = I₂·ω₂,True,,No external torque → L constant
A student says torque always changes angular speed. What's wrong?,A,Torque changes angular acceleration— not necessarily speed instantly.,True,,Torque = mass times velocity.,False,PH236,Angular speed is independent.,False,PH236,Torque and velocity are inverses.,False,PH236,Torque creates α → change in ω over time— not instant effect
What must increase for greater change in L given constant mass?,B,Inertia,False,PH237,Radius or velocity,True,,Angular impulse,False,PH238,External force,False,PH236,L = m·r·v → increase r or v
An object has constant angular momentum. What can be said of net torque?,C,It increases.,False,PH232,It reverses.,False,PH232,It is zero.,True,,It is negative.,False,PH234,∆L = 0 → τ = 0
If angular momentum changes quickly— what does this imply about torque?,D,Torque is zero.,False,PH232,Angular acceleration is zero.,False,PH233,Moment of inertia is constant.,False,PH237,Torque is large.,True,,∆L / ∆t = τ → fast change means big τ
Which condition is required for angular momentum to be conserved?,C,Angular velocity must be constant.,False,PH225,Moment of inertia must be zero.,False,PH225,No net external torque acts on the system.,True,,The system must rotate clockwise.,False,PH225,Conservation of angular momentum requires ∑τₑₓₜ = 0
A skater reduces her I by pulling in her arms. What happens to ω and L?,D,Both increase.,False,PH226,Both decrease.,False,PH226,ω stays same; L decreases.,False,PH226,ω increases; L stays constant.,True,,I·ω = constant → if I ↓ then ω ↑ to conserve L
Two rotating disks (I₁— I₂) with ω₁— ω₂ stick together. What is ω_f?,B,ω_f = I₁ + I₂,False,PH231,ω_f = (I₁·ω₁ + I₂·ω₂) / (I₁ + I₂),True,,ω_f = (ω₁ + ω₂) / 2,False,PH226,ω_f = I₁ / ω₂,False,PH226,Use L₁ + L₂ = (I₁ + I₂) · ω_f → solve for ω_f
An object’s I changes but L stays constant. What happens to ω?,A,It adjusts so that L = I·ω remains constant.,True,,It decreases to zero.,False,PH231,It increases without limit.,False,PH231,It becomes negative.,False,PH231,L = I·ω → constant L → ω ∝ 1/I
If L is conserved— what can cause ω to increase?,D,A net torque.,False,PH225,Increasing mass.,False,PH231,Adding external forces.,False,PH231,Reducing moment of inertia.,True,,ω = L / I → decrease I → increase ω
A student says angular momentum is always conserved. What’s wrong?,B,They are correct.,False,PH225,It only holds without external torques.,True,,It depends on direction.,False,PH225,It reverses in collisions.,False,PH225,External torques can change L
What must be true for a rotating system to conserve angular momentum?,A,Net external torque is zero.,True,,Angular velocity is constant.,False,PH226,Mass stays constant.,False,PH225,Friction is present.,False,PH225,L is only conserved if ∑τₑₓₜ = 0
Which equation represents conservation of angular momentum?,C,I₁·α₁ = I₂·α₂,False,PH231,I₁ + I₂ = constant,False,PH225,I₁·ω₁ = I₂·ω₂,True,,L = τ · t,False,PH225,L = I·ω → L₁ = L₂ → I₁·ω₁ = I₂·ω₂
An object’s angular velocity triples while L stays the same. What happens to I?,B,It triples.,False,PH231,It becomes one-third.,True,,It stays constant.,False,PH231,It becomes zero.,False,PH231,L = I·ω → I ∝ 1/ω
Why can L be conserved even if I and ω change?,D,Because energy is conserved.,False,PH231,Because torque is external.,False,PH225,Because direction is fixed.,False,PH231,Because their product stays constant.,True,,L = I·ω → if one increases and other decreases proportionally— L stays the same
Which expression defines angular momentum L for a point mass?,C,L = m · v,False,PH218,L = I / ω,False,PH219,L = r · m · v · sin(θ),True,,L = m / r,False,PH218,Angular momentum = r × p = r·m·v·sin(θ)
An object of mass m travels tangentially at v around radius r. What is L?,A,L = m · v · r,True,,L = m · v / r,False,PH218,L = m / v,False,PH218,L = r² / m,False,PH218,When θ = 90°— L = r·m·v
Angular impulse equals what quantity?,C,Torque,False,PH221,Angular acceleration,False,PH222,Change in angular momentum,True,,Kinetic energy,False,PH221,Just like linear: τ·∆t = ∆L
If torque is constant— what is angular impulse?,D,τ / ∆t,False,PH221,τ² · ∆t,False,PH221,∆L / t,False,PH221,J = τ · ∆t,True,,Impulse is torque times time
An object with I = 3 kg·m² spins at 4 rad/s. What is L?,A,L = I · ω = 3 · 4 = 12 kg·m²/s,True,,L = I / ω,False,PH219,L = 3 / 4,False,PH222,L = 12 / I,False,PH219,Rotating body: L = I · ω
Which condition must hold for angular momentum to be conserved?,C,Constant α,False,PH220,Constant ω,False,PH222,Net external torque is zero,True,,Inertia must increase,False,PH223,∑τₑₓₜ = 0 → ∆L = 0
A spinning skater pulls in her arms. What happens to ω and L?,B,ω decreases; L stays the same,False,PH223,ω increases; L stays the same,True,,ω increases; L increases,False,PH224,ω stays constant; L decreases,False,PH224,I decreases → ω increases so L = I·ω constant
A student says increasing torque increases L. What’s wrong?,D,That is always true,False,PH224,L and τ are equivalent,False,PH221,L increases with time only,False,PH220,Torque increases L only if applied over time,True,,L = ∆L = τ·t → torque alone doesn't cause change without time
Which unit matches angular momentum?,A,kg·m²/s,True,,N·m,False,PH218,kg·m/s²,False,PH218,Joules,False,PH218,L = I·ω → kg·m² × rad/s = kg·m²/s
Which expression calculates L from impulse?,C,L = τ / t,False,PH222,L = ∆α / τ,False,PH221,L = τ · ∆t,True,,L = ½·I·ω²,False,PH224,J = ∆L = τ·t → rearranged gives ∆L
Which expression gives work done by torque over an angular displacement θ?,B,W = I · α,False,PH211,W = τ · θ,True,,W = τ / θ,False,PH211,W = θ · ω,False,PH211,Rotational analog of W = F · d is W = τ · θ
A torque of 4 N·m rotates a wheel through θ = 2 rad. What is work done?,C,4 J,False,PH211,2 J,False,PH211,W = τ · θ = 4 · 2 = 8 J,True,,W = 8 rad/s,False,PH212,W = 4 × 2 = 8 J
An object with I = 2 kg·m² accelerates from rest to ω = 6 rad/s. What is rotational work done?,A,W = ½·I·ω² = ½·2·36 = 36 J,True,,W = I / ω,False,PH212,W = I · α · t,False,PH212,W = τ / t,False,PH212,Work-energy theorem → work = change in rotational KE
What is the unit of rotational work?,C,rad,False,PH211,kg·m²,False,PH211,joule,True,,N·s,False,PH212,Rotational work = torque × angle = N·m = J
If torque is constant and angle doubles— what happens to work done?,D,It halves,False,PH212,It stays the same,False,PH212,It quadruples,False,PH212,It doubles,True,,W = τ · θ → W ∝ θ
Rotational work equals change in which quantity?,A,Rotational kinetic energy,True,,Angular velocity,False,PH212,Angular acceleration,False,PH212,Moment of inertia,False,PH213,W = ∆Kᵣₒₜ just like linear W = ∆K
If angular acceleration is constant— what is total rotational work from rest?,B,W = τ · ω,False,PH213,W = ½·I·ω²,True,,W = I / τ,False,PH212,W = θ / t,False,PH212,Work = change in KE_rot when starting from rest
A student says greater torque always means more work. What’s wrong?,C,They are always correct,False,PH214,Work is not real,False,PH214,Work also depends on angular displacement,True,,Torque and energy are the same,False,PH212,W = τ · θ → larger torque does not always mean more W if θ is small
What is area under a torque vs. angle graph?,D,Angular momentum,False,PH215,Rotational inertia,False,PH216,Angular acceleration,False,PH215,Rotational work,True,,Area under τ–θ graph = τ · θ = W
If τ increases linearly with θ— what happens to work?,B,It remains constant,False,PH217,It increases quadratically,True,,It decreases,False,PH217,It becomes negative,False,PH217,τ = k·θ → W = ∫kθ dθ = ½·k·θ²
Which expression defines rotational kinetic energy?,C,K = I · ω,False,PH204,K = m · v,False,PH204,K = ½ · I · ω²,True,,K = m · r²,False,PH204,Rotational KE: K = ½·I·ω² — analogous to ½·m·v²
A solid disc of I = 2 kg·m² spins at ω = 4 rad/s. What is its rotational kinetic energy?,B,8 J,False,PH204,K = ½·I·ω² = ½·2·16 = 16 J,True,,32 J,False,PH204,4 J,False,PH204,Plug into K = ½·I·ω²
What happens to rotational KE if ω doubles and I stays the same?,D,KE doubles,False,PH204,KE halves,False,PH204,KE stays the same,False,PH204,KE quadruples,True,,K ∝ ω² → if ω doubles— KE increases by factor of 4
If I triples and ω remains constant— what happens to rotational KE?,A,It triples,True,,It halves,False,PH204,It squares,False,PH204,It stays the same,False,PH204,K ∝ I when ω is constant
A rotating system has KE = 20 J and I = 1 kg·m². What is ω?,C,2 rad/s,False,PH204,10 rad/s,False,PH204,ω = √(2K / I) = √(40 / 1) = √40 ≈ 6.32 rad/s,True,,4 rad/s,False,PH204,Solve: ω = √(2K / I)
Which system has the greater rotational KE if mass and ω are the same?,D,Ring,False,PH204,Solid sphere,False,PH204,Disc,False,PH204,Hoop (I = m·r²),True,,More I → more KE for same ω: K = ½·I·ω²
A student says only linear speed affects KE. What’s wrong?,B,KE only exists with rotation.,False,PH204,Rotational KE depends on ω and I too.,True,,Mass cancels out.,False,PH204,Angular speed equals torque.,False,PH204,Rotational KE = ½·I·ω² — not just linear motion
An object rolls without slipping. Which forms of KE does it have?,C,Only translational,False,PH208,Only rotational,False,PH208,Both translational and rotational,True,,Neither,False,PH209,Rolling motion includes both ½·m·v² and ½·I·ω²
If total KE = 60 J for a rolling sphere and translational KE = 40 J— what is rotational KE?,A,20 J,True,,60 J,False,PH209,80 J,False,PH208,Cannot determine,False,PH210,K_total = Kₜᵣₐₙₛ + Kᵣₒₜ
A wheel’s ω increases linearly with time. What happens to KE?,D,It decreases.,False,PH210,It stays constant.,False,PH210,It doubles.,False,PH210,It increases quadratically with time.,True,,K ∝ ω²— and ω ∝ t → K ∝ t²
Which condition defines simple harmonic motion (SHM)?,B,Acceleration is constant.,False,PH240,Restoring force is proportional to displacement: F = −k·x,True,,Speed is constant.,False,PH240,Displacement and velocity are equal.,False,PH239,SHM requires F ∝ −x
An object obeying F = −k·x has acceleration that is—,D,Always constant.,False,PH240,Independent of position.,False,PH241,In the same direction as velocity.,False,PH241,Directed opposite displacement and varies with x.,True,,a = F/m = −(k/m)·x
Which graph best shows displacement vs. time for SHM?,A,A sine or cosine wave.,True,,A straight line.,False,PH241,A parabola.,False,PH239,An exponential decay.,False,PH241,x(t) = A·cos(ωt + φ) describes SHM
A mass m on a spring has k = 100 N/m and A = 0.2 m. What is max restoring force?,C,5 N,False,PH242,10 N,False,PH242,F_max = k · A = 100 · 0.2 = 20 N,True,,F = m · g,False,PH243,F_max = k·A in SHM
What happens at max displacement in SHM?,B,Speed is maximum.,False,PH243,Acceleration and restoring force are maximum.,True,,Velocity is constant.,False,PH244,Kinetic energy is maximum.,False,PH243,At max x: a and F max— v = 0
At equilibrium in SHM— what is true about net force and velocity?,C,Force is maximum— velocity is zero.,False,PH244,Both are zero.,False,PH244,Force is zero— velocity is maximum.,True,,Acceleration is maximum.,False,PH244,At x = 0 → F = 0 but v = max
A 0.5 kg object on spring oscillates with A = 0.1 m and k = 50 N/m. What is ω?,D,ω = √(k / A),False,PH245,ω = √(k / x),False,PH245,ω = √(x / m),False,PH245,ω = √(k / m) = √(50 / 0.5) = √100 = 10 rad/s,True,,ω = √(k/m) for spring-mass SHM
Which quantity is constant in ideal SHM?,B,Velocity,False,PH244,Total mechanical energy,True,,Acceleration,False,PH244,Force,False,PH243,KE + PE stays constant in frictionless SHM
A student says mass affects amplitude. What's wrong?,C,Amplitude depends on spring constant.,False,PH245,Amplitude changes during motion.,False,PH245,Amplitude is set by initial conditions— not mass.,True,,Mass has no effect on SHM.,False,PH245,Amplitude = A₀ set by release point
Which phase of SHM has max kinetic energy?,A,At equilibrium position (x = 0),True,,At turning points (x = ±A),False,PH243,When force is max,False,PH244,When acceleration is zero,False,PH243,Kinetic energy peaks when PE is zero: x = 0
Which expression gives total energy in SHM using amplitude A and spring constant k?,A,E = ½ · k · A²,True,,E = k · A,False,PH246,E = m · g · A,False,PH246,E = k / A²,False,PH246,Total mechanical energy is constant: E = ½·k·A²
At what position is potential energy maximum in SHM?,B,At x = 0,False,PH247,At x = ±A,True,,When velocity is max,False,PH248,When KE is max,False,PH248,PE = ½·k·x² → max at x = A
